Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
9/11/2016,Cash,Other,,gulal,10,Expense,INR
8/11/2016,Saving Bank account 1,subscription,Netflix,1 month subscription,199,Expense,INR
7/11/2016,Cash,Food,Eating out,ice cream,45,Expense,INR
5/11/2016,Cash,Transportation,auto,Permanent Residence to hospital,30,Expense,INR
5/11/2016,Saving Bank account 1,Investment,RD,RD,1000,Expense,INR
5/11/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,INR
4/11/2016,Cash,Festivals,Diwali,firecracker,50,Expense,INR
3/11/2016,Cash,Food,Grocery,butter + frozen vatana+ 9 pan,240,Expense,INR
3/11/2016,Saving Bank account 1,Other,,cake + Happy Birthday letters,470,Expense,INR
3/11/2016,Saving Bank account 1,Health,Medicine,medicine,700,Expense,INR
3/11/2016,Saving Bank account 1,Bonus,,Diwali gift,1500,Income,INR
2/11/2016,Cash,Grooming,Saloon,cutting + shaving,80,Expense,INR
1/11/2016,Cash,Festivals,Diwali,firecracker,450,Expense,INR
1/11/2016,Cash,Food,fruits,mosambi 1kg,50,Expense,INR
1/11/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000,Expense,INR
1/11/2016,Saving Bank account 1,Money transfer,,,10000,Expense,INR
31/10/2016 07:36:35,Saving Bank account 1,Festivals,Diwali,Mi band 5 ( Bhaiduj gift),1999,Expense,INR
30/10/2016 15:03:18,Saving Bank account 1,Salary,,From workplace ,56647,Income,INR
28/10/2016 07:19:00,Saving Bank account 1,Health,Medicine,syrup+tablet+ mortein refill,221,Expense,INR
28/10/2016 07:19:00,Cash,Transportation,auto,Permanent Residence to pathology,40,Expense,INR
27/10/2016 13:57:56,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,INR
27/10/2016 13:57:56,Saving Bank account 1,Family,gift,Undated Planner - June shop,1119.2,Expense,INR
27/10/2016 13:57:56,Cash,Food,Grocery,mehndi,25,Expense,INR
27/10/2016 10:40:00,Cash,Food,fruits,apple + mosambi 1kg each,170,Expense,INR
26/10/2016 13:58:49,Saving Bank account 1,Health,Medicine,,617,Expense,INR
25/10/2016 18:55:33,Cash,Food,snacks,egg roll,25,Expense,INR
24/10/2016 08:17:38,Cash,Food,Grocery,popcorn+mehndi+mosambi+orange+all out refill,320,Expense,INR
22/10/2016 20:24:10,Cash,Food,Grocery,Khari,35,Expense,INR
22/10/2016 20:23:46,Cash,Food,Eating out,pav vada,20,Expense,INR
17/10/2016 17:30:26,Cash,Food,Grocery,butter + paneer + pav+batate+tamate,215,Expense,INR
15/10/2016 10:31:22,Saving Bank account 1,Food,Grocery,,430,Expense,INR
14/10/2016 11:58:20,Saving Bank account 1,Food,Grocery,sugar + biscuits,120,Expense,INR
13/10/2016 14:23:49,Saving Bank account 1,Family,misc,scratch guard ipad,249,Expense,INR
12/10/2016,Saving Bank account 1,Food,Grocery,coconut,150,Expense,INR
10/10/2016,Cash,Food,Grocery,apple half kg+ mixer repair+flowers,100,Expense,INR
10/10/2016,Saving Bank account 1,Investment,RD,,1000,Expense,INR
10/10/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,INR
10/10/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,INR
9/10/2016,Saving Bank account 1,Family,misc,scratch guard ipad,249,Expense,INR
9/10/2016,Saving Bank account 1,Health,Medicine,,40,Expense,INR
9/10/2016,Saving Bank account 1,Transportation,auto,Permanent Residence to hospital to n fro,80,Expense,INR
9/10/2016,Saving Bank account 1,Food,Grocery,mosambi 1kg+ gavar pav kilo+lemon 3 + kothimbir,90,Expense,INR
8/10/2016,Saving Bank account 1,Beauty,grooming,razor,174,Expense,INR
7/10/2016,Saving Bank account 1,subscription,Netflix,1 month subscription,199,Expense,INR
5/10/2016,Saving Bank account 1,Investment,RD,,1000,Expense,INR
5/10/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,INR
1/10/2016,Cash,Festivals,Navratri,vargini,200,Expense,INR
1/10/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000,Expense,INR
1/10/2016,Saving Bank account 1,Money transfer,,,10000,Expense,INR
30/09/2016 06:28:02,Saving Bank account 1,Interest,,interest paid,835,Income,INR
30/09/2016 06:28:02,Saving Bank account 1,Salary,,From workplace ,58058,Income,INR
28/09/2016 07:32:36,Cash,Other,,flour mill,32,Expense,INR
19/09/2016 15:35:24,Cash,Food,Milk,,33,Expense,INR
15/09/2016 06:52:09,Cash,Food,Grocery,chocobar+milk+chips,95,Expense,INR
14/09/2016 13:24:08,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,INR
14/09/2016 10:13:24,Saving Bank account 1,Family,gift,baggit purse,437,Expense,INR
13/09/2016 09:48:13,Cash,Food,snacks,brownie,70,Expense,INR
13/09/2016 09:48:13,Saving Bank account 1,Food,Eating out,riverdine date,845,Expense,INR
12/9/2016,Cash,Food,Grocery,bread,35,Expense,INR
12/9/2016,Cash,Food,Milk,half liter buffalo,35,Expense,INR
12/9/2016,Saving Bank account 1,Food,snacks,vanilla ice cream cups 2,20,Expense,INR
11/9/2016,Cash,Food,Grocery,badishop,70,Expense,INR
11/9/2016,Saving Bank account 1,Food,Milk,half liter buffalo,35,Expense,INR
11/9/2016,Cash,Transportation,auto,meghdoot to plaza,20,Expense,INR
10/9/2016,Saving Bank account 1,Investment,RD,,1000,Expense,INR
10/9/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,INR
9/9/2016,Cash,Food,Milk,1lit buffalo milk,70,Expense,INR
8/9/2016,Saving Bank account 1,Food,beverage,cold coffee,30,Expense,INR
8/9/2016,Cash,Food,Grocery,bread,20,Expense,INR
8/9/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,INR
7/9/2016,Cash,Food,Eggs,1 dozen,72,Expense,INR
7/9/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,INR
6/9/2016,Saving Bank account 1,Transportation,Travels,Place 6 to Place 2,598.5,Expense,INR
5/9/2016,Saving Bank account 1,Investment,RD,,1000,Expense,INR
5/9/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,INR
1/9/2016,Saving Bank account 1,Transportation,Travels,Place 2 to mum,750,Expense,INR
1/9/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,INR
1/9/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000,Expense,INR
1/9/2016,Saving Bank account 1,Money transfer,,,10000,Expense,INR
31/08/2016 15:47:44,Saving Bank account 1,Salary,,From workplace ,63894,Income,INR
29/08/2016 11:41:25,Cash,Festivals,Ganesh Pujan,Ganesh idol,361,Expense,INR
29/08/2016 10:48:48,Cash,Household,Kitchen,boric powder,40,Expense,INR
29/08/2016 10:48:20,Saving Bank account 1,Household,Toiletries,lizol,98,Expense,INR
24/08/2016 07:38:04,Saving Bank account 1,Festivals,Rakshabandhan,rakshabandhan ovalni ,500,Expense,INR
23/08/2016 17:25:23,Saving Bank account 1,Family,Pocket money,,2000,Expense,INR
22/08/2016 13:22:05,Saving Bank account 1,Festivals,Rakshabandhan,rakshabandhan ovalni ,500,Expense,INR
21/08/2016 08:54:35,Cash,Other,,earphones,100,Expense,INR
18/08/2016 14:19:25,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,INR
14/08/2016 16:13:29,Cash,Other,,pens,5,Expense,INR
14/08/2016 16:12:49,Cash,Grooming,Saloon,hair cut,100,Expense,INR
11/8/2016,Saving Bank account 1,Investment,LIC,Life Insurance,11286,Expense,INR
10/8/2016,Saving Bank account 1,Investment,RD,,1000,Expense,INR
10/8/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,INR
9/8/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,INR
7/8/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,INR
7/8/2016,Saving Bank account 1,Family,exam fee,PET Psychology,750,Expense,INR
5/8/2016,Saving Bank account 1,Investment,RD,,1000,Expense,INR
5/8/2016,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,INR
4/8/2016,Saving Bank account 1,Family,misc,ipad cover,260,Expense,INR
1/8/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000,Expense,INR
1/8/2016,Saving Bank account 1,Money transfer,,,15000,Expense,INR
31/07/2016 18:51:58,Saving Bank account 1,Salary,,From workplace ,51556,Income,INR
31/07/2016 18:50:51,Cash,Other,,frame for specs,250,Expense,INR
25/07/2016 10:48:49,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,INR
21/07/2016 16:33:04,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,INR
20/07/2016 07:03:14,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge 365 days,2599,Expense,INR
13/07/2016 10:21:25,Cash,Health,Medicine,citrizen + crocine,10,Expense,INR
12/7/2016,Saving Bank account 1,Investment,RD,,1000,Expense,INR
12/7/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000,Expense,INR
7/7/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000,Expense,INR
5/7/2016,Saving Bank account 1,Investment,RD,,1000,Expense,INR
5/7/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000,Expense,INR
5/7/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,INR
4/7/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,INR
1/7/2016,Saving Bank account 1,Family,misc,Family Mobile Service Provider recharge,2599,Expense,INR
1/7/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000,Expense,INR
1/7/2016,Saving Bank account 1,Money transfer,,,15000,Expense,INR
30/06/2016 11:40:50,Saving Bank account 1,Interest,,interest paid,740,Income,INR
30/06/2016 11:40:50,Saving Bank account 1,Other,,pan card application,106.9,Expense,INR
30/06/2016 08:20:12,Saving Bank account 1,Salary,,From workplace ,51544,Income,INR
27/06/2016 17:09:47,Saving Bank account 1,Transportation,Travels,Chalisgaon to Baroda return,3200,Expense,INR
27/06/2016 10:10:57,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,INR
23/06/2016 12:02:39,Saving Bank account 1,subscription,Amazon Prime,Amazon prime subscription,995,Expense,INR
22/06/2016 11:20:48,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider sim card porting,350,Expense,INR
20/06/2016 22:19:27,Saving Bank account 1,Food,snacks,icecream,140,Expense,INR
19/06/2016 18:49:52,Saving Bank account 1,Food,Grocery,grocery,600,Expense,INR
19/06/2016 17:10:49,Saving Bank account 1,Family,exam fee,Family exam form,905,Expense,INR
18/06/2016 19:45:05,Cash,Other,,flour mill,38,Expense,INR
12/6/2016,Cash,Food,Eggs,,84,Expense,INR
12/6/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,INR
10/6/2016,Saving Bank account 1,Investment,RD,,1000,Expense,INR
10/6/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000,Expense,INR
7/6/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000,Expense,INR
5/6/2016,Saving Bank account 1,Investment,RD,,1000,Expense,INR
5/6/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000,Expense,INR
5/6/2016,Cash,Food,Grocery,biscuits + medicine,68,Expense,INR
1/6/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000,Expense,INR
1/6/2016,Saving Bank account 1,Money transfer,,,10000,Expense,INR
1/6/2016,Cash,Food,Water,1 Jar,25,Expense,INR
31/05/2016 09:55:09,Saving Bank account 1,Salary,,From workplace ,51556,Income,INR
31/05/2016 09:51:36,Saving Bank account 1,Transportation,auto,Permanent Residence to LB road,50,Expense,INR
30/05/2016 12:46:40,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,INR
29/05/2016 19:16:49,Saving Bank account 1,Food,Grocery,sanitary napkins+chocolates+Maggie+khajoor,504,Expense,INR
22/05/2016 11:13:40,Saving Bank account 1,Grooming,Saloon,hair cut+shaving,120,Expense,INR
22/05/2016 11:13:40,Cash,Transportation,auto,Permanent Residence to nearby hospital,40,Expense,INR
19/05/2016 09:21:46,Saving Bank account 1,Food,Grocery,agarbatti + icecream pack,180,Expense,INR
17/05/2016 21:59:19,Saving Bank account 1,Investment,LIC,Life Insurance,11286,Expense,INR
17/05/2016 12:34:38,Cash,Other,,Aadhar mobile number and email id updated,100,Expense,INR
16/05/2016 20:48:29,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,INR
10/5/2016,Saving Bank account 1,Investment,RD,,1000,Expense,INR
10/5/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000,Expense,INR
7/5/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000,Expense,INR
6/5/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,INR
5/5/2016,Saving Bank account 1,Investment,RD,,1000,Expense,INR
5/5/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000,Expense,INR
3/5/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,INR
2/5/2016,Cash,Other,,flour mill,25,Expense,INR
1/5/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000,Expense,INR
1/5/2016,Saving Bank account 1,Money transfer,,,10000,Expense,INR
30/04/2016 21:58:43,Saving Bank account 1,Salary,,From workplace ,51562.45,Income,INR
28/04/2016 22:24:09,Saving Bank account 1,subscription,Hotstar,subscription,299,Expense,INR
26/04/2016 08:30:54,Saving Bank account 1,Food,Grocery,dettol handwash + khari + toast + goodday,259,Expense,INR
24/04/2016 22:10:32,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169,Expense,INR
20/04/2016 10:27:48,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,INR
16/04/2016 21:24:04,Cash,Household,Toiletries,sensodyne toothbrush,50,Expense,INR
15/04/2016 07:04:48,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,INR
12/4/2016,Saving Bank account 1,Investment,RD,,1000,Expense,INR
12/4/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000,Expense,INR
11/4/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,INR
11/4/2016,Saving Bank account 1,Food,Grocery,,1279,Expense,INR
7/4/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000,Expense,INR
5/4/2016,Saving Bank account 1,Investment,RD,,1000,Expense,INR
5/4/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000,Expense,INR
3/4/2016,Saving Bank account 1,subscription,OTT Platform,subscription 1 yr,300,Expense,INR
2/4/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,INR
2/4/2016,Cash,Food,beverage,rasna orange,20,Expense,INR
2/4/2016,Cash,Transportation,auto,LB road to Permanent Residence,50,Expense,INR
2/4/2016,Cash,Other,,jeevan drop,30,Expense,INR
1/4/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000,Expense,INR
1/4/2016,Saving Bank account 1,Money transfer,,,10000,Expense,INR
31/03/2016 10:25:01,Saving Bank account 1,Salary,,From workplace ,70806,Income,INR
29/03/2016 05:35:43,Cash,Other,,owalni,100,Expense,INR
28/03/2016 15:20:05,Saving Bank account 1,Other,,hit spray(99)+biscuits+mask,159,Expense,INR
22/03/2016 14:53:55,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169,Expense,INR
21/03/2016 04:26:41,Saving Bank account 1,subscription,Mobile Service Provider,,251,Expense,INR
20/03/2016 12:05:32,Cash,Food,Grocery,sambhar masala,35,Expense,INR
20/03/2016 12:05:13,Cash,Other,,print out,5,Expense,INR
16/03/2016 12:44:04,Saving Bank account 1,Gift,,Ganesh murthi,80,Expense,INR
15/03/2016 17:08:31,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251,Expense,INR
11/3/2016,Cash,Food,Grocery,cheese cubes(2)+ neutralite butter,60,Expense,INR
11/3/2016,Cash,Other,,watch repair,250,Expense,INR
11/3/2016,Cash,Education,School supplies,Gel pens,20,Expense,INR
10/3/2016,Saving Bank account 1,Investment,RD,,1000,Expense,INR
10/3/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000,Expense,INR
8/3/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000,Expense,INR
6/3/2016,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251,Expense,INR
5/3/2016,Saving Bank account 1,Investment,RD,,1000,Expense,INR
5/3/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000,Expense,INR
2/3/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000,Expense,INR
28/02/2016 19:38:39,Saving Bank account 1,Food,snacks,biscuits,70,Expense,INR
28/02/2016 10:08:09,Cash,Grooming,Saloon,hair cut,100,Expense,INR
28/02/2016 10:08:09,Saving Bank account 1,Food,snacks, pedhe,100,Expense,INR
28/02/2016 10:07:55,Cash,Other,,flour mill,11,Expense,INR
27/02/2016 07:49:16,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251,Expense,INR
27/02/2016 07:49:16,Cash,Other,,moscuito racket,250,Expense,INR
27/02/2016 07:49:16,Saving Bank account 1,Food,snacks, pedhe,50,Expense,INR
26/02/2016 20:26:07,Saving Bank account 1,Money transfer,,,10000,Expense,INR
26/02/2016 20:25:51,Saving Bank account 1,Salary,,From workplace ,49806,Income,INR
24/02/2016 06:35:18,Saving Bank account 1,subscription,Audible,audible subscription,199,Expense,INR
22/02/2016 21:02:42,Cash,Food,snacks,5star (2)+munch(2),40,Expense,INR
22/02/2016 09:05:19,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169,Expense,INR
20/02/2016 19:45:27,Cash,Food,Grocery,biscuits,85,Expense,INR
14/02/2016 21:35:26,Cash,Food,Grocery,bread (10)+Cadbury(10)+ cheese + myvaneese+pav bhaji masala,165,Expense,INR
13/02/2016 11:14:46,Cash,Transportation,auto,within city,40,Expense,INR
13/02/2016 11:14:46,Saving Bank account 1,Health,Health,hand gloves 4 pairs,80,Expense,INR
10/2/2016,Saving Bank account 1,Investment,RD,,1000,Expense,INR
10/2/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000,Expense,INR
8/2/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000,Expense,INR
8/2/2016,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251,Expense,INR
7/2/2016,Cash,Food,Grocery,,160,Expense,INR
5/2/2016,Saving Bank account 1,Investment,RD,,1000,Expense,INR
5/2/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000,Expense,INR
1/2/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000,Expense,INR
31/01/2016 11:19:58,Saving Bank account 1,Money transfer,,,10000,Expense,INR
31/01/2016 11:17:24,Saving Bank account 1,Salary,,From workplace ,49806,Income,INR
26/01/2016 19:46:26,Saving Bank account 1,subscription,Audible,audible subscription,199,Expense,INR
22/01/2016 09:58:13,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169,Expense,INR
13/01/2016 12:06:57,Saving Bank account 1,Other,,wedding gift,45000,Income,INR
12/1/2016,Cash,Apparel,Footwear,slippers,200,Expense,INR
11/1/2016,Saving Bank account 1,Investment,RD,,1000,Expense,INR
11/1/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000,Expense,INR
10/1/2016,Cash,Household,Kitchen,chalk for ants,15,Expense,INR
9/1/2016,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251,Expense,INR
8/1/2016,Saving Bank account 1,Other,,laptop table,1994,Expense,INR
7/1/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000,Expense,INR
5/1/2016,Saving Bank account 1,Investment,RD,,1000,Expense,INR
5/1/2016,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000,Expense,INR
5/1/2016,Cash,Food,,cake,350,Expense,INR
5/1/2016,Cash,Transportation,auto,grandparents to Permanent Residence,30,Expense,INR
1/1/2016,Cash,Food,,Everest pav bhaji masala,35,Expense,INR
1/1/2016,Saving Bank account 1,Investment,Public Provident Fund,,10000,Expense,INR
1/1/2016,Saving Bank account 1,Money transfer,,,10000,Expense,INR
1/1/2016,Saving Bank account 1,Food,,Amul butter 100gm(4 pcs),192,Expense,INR
31/12/2015 17:00:32,Cash,Food,,cake + balloon (150)+caps(50+40),540,Expense,INR
31/12/2015 16:56:24,Saving Bank account 1,Salary,,From workplace ,77335,Income,INR
30/12/2015 17:31:33,Cash,Food,,cake advance,100,Expense,INR
30/12/2015 17:30:28,Cash,Beauty,Makeup,hair cut+shaving+dye+facial,2000,Expense,INR
26/12/2015 23:53:57,Cash,Other,,flour mill,28,Expense,INR
26/12/2015 07:27:26,Saving Bank account 1,Other,,audible subscription,199,Expense,INR
25/12/2015 17:24:50,Saving Bank account 1,Apparel,Footwear,sliper,270,Expense,INR
25/12/2015 17:24:24,Cash,Household,Kitchen,dustbin bags,50,Expense,INR
21/12/2015 23:18:19,Saving Bank account 1,Other,,kindle unlimited,169,Expense,INR
20/12/2015 09:08:55,Saving Bank account 1,Gift,,secret Santa - diary,465,Expense,INR
19/12/2015 22:28:38,Cash,Food,Eggs,,80,Expense,INR
19/12/2015 21:14:02,Saving Bank account 1,Health,Medicine,hand sanitizer,220,Expense,INR
19/12/2015 14:20:11,Saving Bank account 1,Health,Medicine,eye drop maxmoist,235,Expense,INR
12/12/2015,Saving Bank account 1,Transportation,auto,within city,50,Expense,INR
11/12/2015,Cash,Transportation,auto,station to Permanent Residence,100,Expense,INR
10/12/2015,Saving Bank account 1,Investment,Mutual fund,,1000,Expense,INR
10/12/2015,Saving Bank account 1,Recurring Deposit,,,1000,Expense,INR
8/12/2015,Cash,Other,,flour mill,28,Expense,INR
7/12/2015,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000,Expense,INR
5/12/2015,Saving Bank account 1,Recurring Deposit,,,1000,Expense,INR
5/12/2015,Cash,Food,snacks,Cadbury 2 + chips 2,90,Expense,INR
5/12/2015,Cash,Other,,petrol,200,Expense,INR
5/12/2015,Saving Bank account 1,Investment,Mutual fund,ICICI prudential,1000,Expense,INR
2/12/2015,Cash,Apparel,Footwear,Kolhapuri chappal,325,Expense,INR
1/12/2015,Saving Bank account 1,Apparel,Footwear,roadstar black fishermen sandals,773,Expense,INR
1/12/2015,Cash,Food,Eggs,,84,Expense,INR
1/12/2015,Saving Bank account 1,Money transfer,,,50000,Expense,INR
1/12/2015,Saving Bank account 1,Public Provident Fund,,,10000,Expense,INR
1/12/2015,Saving Bank account 1,Gift,,to Family,1024,Expense,INR
30/11/2015 11:30:45,Saving Bank account 1,Salary,,From workplace ,49806,Income,INR
29/11/2015 09:27:52,Cash,Transportation,auto,,50,Expense,INR
29/11/2015 09:27:52,Cash,Transportation,auto,,30,Expense,INR
29/11/2015 09:27:52,Cash,Transportation,auto,,40,Expense,INR
27/11/2015 16:25:01,Cash,Food,snacks,egg roll,25,Expense,INR
26/11/2015 06:51:26,Saving Bank account 1,Other,,audible subscription,199,Expense,INR
21/11/2015 21:40:52,Saving Bank account 1,Other,,Mobile Service Provider recharge wfh,251,Expense,INR
21/11/2015 21:39:44,Cash,Food,Eggs,1 dozen,84,Expense,INR
15/11/2015 19:52:41,Saving Bank account 1,Bonus,,Diwali gift,1500,Income,INR
14/11/2015 21:38:16,Cash,Other,,flowers (.5kg)+sweets (.25gm+10/-)+vegetables (1.5kg),310,Expense,INR
12/11/2015,Cash,Food,Eating out,egg roll,25,Expense,INR
10/11/2015,Saving Bank account 1,Recurring Deposit,,,1000,Expense,INR
10/11/2015,Saving Bank account 1,Investment,Mutual fund, mutual fund,1000,Expense,INR
7/11/2015,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000,Expense,INR
7/11/2015,Saving Bank account 1,Other,,Mobile Service Provider recharge wfh,251,Expense,INR
5/11/2015,Saving Bank account 1,Investment,Mutual fund,ICICI prudential,1000,Expense,INR
5/11/2015,Saving Bank account 1,Recurring Deposit,,,1000,Expense,INR
5/11/2015,Cash,Food,Dinner,12 eggs,84,Expense,INR
4/11/2015,Cash,Public Provident Fund,,,10000,Expense,INR
3/11/2015,Cash,Transportation,auto,Permanent Residence to nearby  hospital,40,Expense,INR
1/11/2015,Saving Bank account 1,Money transfer,,,10000,Expense,INR
1/11/2015,Cash,Transportation,auto,Locality V to Permanent Residence,70,Expense,INR
31/10/2015 19:29:41,Cash,Food,snacks,water bottle + khari sing,70,Expense,INR
31/10/2015 19:06:06,Cash,Transportation,auto,b45 to Pandya bridge,71,Expense,INR
31/10/2015 19:05:50,Cash,Food,Tea,,10,Expense,INR
31/10/2015 12:09:14,Saving Bank account 1,Salary,,From workplace ,49806,Income,INR
31/10/2015 12:08:54,Cash,Food,snacks,sweats,250,Expense,INR
31/10/2015 09:27:05,Cash,Health,Health,face mask,150,Expense,INR
31/10/2015 09:26:37,Cash,Transportation,auto,golden circle to b45,180,Expense,INR
30/10/2015 14:13:06,Cash,Beauty,grooming,hair cut,50,Expense,INR
30/10/2015 06:35:12,Cash,Transportation,auto,Permanent Residence to kacheri,30,Expense,INR
29/10/2015 10:17:09,Saving Bank account 1,Transportation,Bus,redbus - brc to Place 2,665,Expense,INR
28/10/2015 21:38:44,Saving Bank account 1,Gift,,to Family,1000,Expense,INR
28/10/2015 21:28:33,Cash,Transportation,Bus,Place 2 to brc travels,660,Expense,INR
27/10/2015 07:48:06,Saving Bank account 1,Other,,audible subscription,199,Expense,INR
25/10/2015 17:55:32,Cash,Household,Kitchen,Sapat Parivar Tea half kg,240,Expense,INR
24/10/2015 18:57:36,Cash,Household,Appliances,plumber,100,Expense,INR
23/10/2015 14:30:42,Cash,Transportation,auto,mandir to hospital,20,Expense,INR
23/10/2015 08:23:53,Cash,Other,,hanger clips,40,Expense,INR
22/10/2015 13:10:06,Saving Bank account 1,Other,,Mobile Service Provider recharge wfh,251,Expense,INR
21/10/2015 18:16:08,Cash,Other,,toll+petrol,500,Expense,INR
18/10/2015 21:35:17,Saving Bank account 1,Apparel,Clothing,belt + socs,1479,Expense,INR
18/10/2015 21:35:17,Saving Bank account 1,Transportation,Taxi,Ola - Place 1 to Place 5 to and fro,803,Expense,INR
18/10/2015 21:35:17,Cash,Money transfer,,,2000,Expense,INR
10/10/2015,Saving Bank account 1,Recurring Deposit,,,1000,Expense,INR
10/10/2015,Saving Bank account 1,Investment,Mutual fund, mutual fund,1000,Expense,INR
7/10/2015,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000,Expense,INR
7/10/2015,Saving Bank account 1,Gift,,kindle + gift wrap,8029,Expense,INR
5/10/2015,Saving Bank account 1,Investment,Mutual fund,ICICI prudential,1000,Expense,INR
5/10/2015,Saving Bank account 1,Recurring Deposit,,,1000,Expense,INR
2/10/2015,Saving Bank account 1,Food,beverage,cold coffee,420,Expense,INR
1/10/2015,Saving Bank account 1,Public Provident Fund,,,10000,Expense,INR
30/09/2015 14:25:08,Saving Bank account 1,Salary,,From workplace ,49806,Income,INR
30/09/2015 14:24:23,Cash,Other,,phone cover,100,Expense,INR
28/09/2015 10:54:06,Cash,Other,,Mobile Service Provider sim card,350,Expense,INR
28/09/2015 10:53:25,Cash,Health,Health,6 pairs of use and throw gloves,120,Expense,INR
28/09/2015 10:52:49,Cash,Health,Health,2 n95 masks,300,Expense,INR
27/09/2015 10:54:06,Saving Bank account 1,Other,,audible subscription,199,Expense,INR
26/09/2015 08:24:14,Cash,Other,,shoe polish,30,Expense,INR
21/09/2015 08:10:16,Saving Bank account 1,Other,,Mobile Service Provider fi router,2099,Expense,INR
